0	0	0
1	3	0
2	5	0
3	6	0
4	9	0
5	10	0
6	12	0
7	15	0
8	17	0
9	18	0
10	20	0
11	23	0
12	24	0
13	27	0
14	29	0
15	30	0
16	33	0
17	34	0
18	36	0
19	39	0
20	40	0
21	43	0
22	45	0
23	46	0
24	48	0
25	51	0
26	53	0
27	54	0
28	57	0
29	58	0
30	60	0
31	63	0
32	65	0
33	66	0
34	68	0
35	71	0
36	72	0
37	75	0
38	77	0
39	78	0
40	80	0
41	83	0
42	85	0
43	86	0
44	89	0
45	90	0
46	92	0
47	95	0
48	96	0
49	99	0
50	101	0
51	102	0
52	105	0
53	106	0
54	108	0
55	111	0
56	113	0
57	114	0
58	116	0
59	119	0
60	120	0
61	123	0
62	125	0
63	126	0
64	129	0
65	130	0
66	132	0
67	135	0
68	136	0
69	139	0
70	141	0
71	142	0
72	144	0
73	147	0
74	149	0
75	150	0
76	153	0
77	154	0
78	156	0
79	159	0
80	160	0
81	163	0
82	165	0
83	166	0
84	169	0
85	170	0
86	172	0
87	175	0
88	177	0
89	178	0
90	180	0
91	183	0
92	184	0
93	187	0
94	189	0
95	190	0
96	192	0
97	195	0
98	197	0
99	198	0
100	201	0
101	202	0
102	204	0
103	207	0
104	209	0
105	210	0
106	212	0
107	215	0
108	216	0
109	219	0
110	221	0
111	222	0
112	225	0
113	226	0
114	228	0
115	231	0
116	232	0
117	235	0
118	237	0
119	238	0
120	240	0
121	243	0
122	245	0
123	246	0
124	249	0
125	250	0
126	252	0
127	255	0
