0	0	1
1	2	1
2	3	1
3	4	1
4	5	1
5	6	1
6	7	1
7	10	1
8	11	1
9	12	1
10	13	1
11	14	1
12	15	1
13	16	1
14	17	1
15	18	1
16	19	1
17	20	1
18	21	1
19	22	1
20	23	1
21	24	1
22	25	1
23	26	1
24	27	1
25	28	1
26	29	1
27	30	1
28	31	1
29	34	1
30	35	1
31	36	1
32	37	1
33	38	1
34	39	1
35	42	1
36	43	1
37	44	1
38	45	1
39	46	1
40	47	1
41	48	1
42	49	1
43	50	1
44	51	1
45	52	1
46	53	1
47	54	1
48	55	1
49	56	1
50	57	1
51	58	1
52	59	1
53	60	1
54	61	1
55	62	1
56	63	1
57	68	1
58	69	1
59	70	1
60	71	1
61	76	1
62	77	1
63	78	1
64	79	1
65	80	1
66	81	1
67	82	1
68	83	1
69	84	1
70	85	1
71	86	1
72	87	1
73	88	1
74	89	1
75	90	1
76	91	1
77	92	1
78	93	1
79	94	1
80	95	1
81	100	1
82	101	1
83	102	1
84	103	1
85	108	1
86	109	1
87	110	1
88	111	1
89	112	1
90	113	1
91	114	1
92	115	1
93	116	1
94	117	1
95	118	1
96	119	1
97	120	1
98	121	1
99	122	1
100	123	1
101	124	1
102	125	1
103	126	1
104	127	1
105	134	1
106	135	1
107	142	1
108	143	1
109	144	1
110	145	1
111	146	1
112	147	1
113	148	1
114	149	1
115	150	1
116	151	1
117	152	1
118	153	1
119	154	1
120	155	1
121	156	1
122	157	1
123	158	1
124	159	1
125	166	1
126	167	1
127	174	1
128	175	1
129	176	1
130	177	1
131	178	1
132	179	1
133	180	1
134	181	1
135	182	1
136	183	1
137	184	1
138	185	1
139	186	1
140	187	1
141	188	1
142	189	1
143	190	1
144	191	1
145	208	1
146	209	1
147	210	1
148	211	1
149	212	1
150	213	1
151	214	1
152	215	1
153	216	1
154	217	1
155	218	1
156	219	1
157	220	1
158	221	1
159	222	1
160	223	1
161	240	1
162	241	1
163	242	1
164	243	1
165	244	1
166	245	1
167	246	1
168	247	1
169	248	1
170	249	1
171	250	1
172	251	1
